Variable;Position;Label;Measurement Level;Role;Column Width;Alignment;Print Format;Write Format
W8_Q50A3;1702;Praeferenz Verdienst: ein Verkaeufer in einem Kaufhaus: <...> Euro;Scale;Input;8;Right;F12;F12
W8_Q50A4;1703;Praeferenz Verdienst: ein ungelernter Fabrikarbeiter: <...> Euro;Scale;Input;8;Right;F12;F12
W8_Q50A5;1704;Praeferenz Verdienst: ein Minister in der Bundesregierung: <...> Euro;Scale;Input;8;Right;F12;F12
W8_Q51;1705;Gerechter Anteil;Nominal;Input;8;Right;F37;F37
W8_Q52;1706;Oben-unten: Selbsteinstufung;Nominal;Input;8;Right;F11;F11
W8_Q53;1707;Oben-unten: Selbsteinstufung (zukuenftige Situation);Nominal;Input;8;Right;F11;F11
W8_Q55A1;1708;Arbeitsstunden: Jetzt pro Woche;Scale;Input;8;Right;F8;F8
W8_Q59A1;1709;Aenderung berufliche Situation: Home-Office;Nominal;Input;8;Right;F13;F13
W8_Q59A2;1710;Aenderung berufliche Situation: Abbau Zeitausgleich/Urlaub;Nominal;Input;8;Right;F13;F13
W8_Q59A3;1711;Aenderung berufliche Situation: Kuendigung;Nominal;Input;8;Right;F13;F13
W8_Q59A4;1712;Aenderung berufliche Situation: Stundenaufstockung;Nominal;Input;8;Right;F13;F13
W8_Q59A5;1713;Aenderung berufliche Situation: Kurzarbeit;Nominal;Input;8;Right;F13;F13
W8_Q59A6;1714;Aenderung berufliche Situation: Arbeitslosenunterstuetzung;Nominal;Input;8;Right;F13;F13
W8_Q59A7;1715;Aenderung berufliche Situation: Geld aus Haertefonds;Nominal;Input;8;Right;F13;F13
W8_Q59A8;1716;Aenderung berufliche Situation: aws-Kredit;Nominal;Input;8;Right;F13;F13
W8_Q59A9;1717;Aenderung berufliche Situation: Sozialhilfe;Nominal;Input;8;Right;F13;F13
W8_Q59A10;1718;Aenderung berufliche Situation: keine Arbeit und keine staatliche Unterstuetzung;Nominal;Input;8;Right;F13;F13
W8_Q59A11;1719;Aenderung berufliche Situation: keine der genannten Aspekte;Nominal;Input;8;Right;F13;F13
W8_Q59A12;1720;Aenderung berufliche Situation: keine Angabe;Nominal;Input;8;Right;F13;F13
W8_Q61;1721;Aktuelles persoenliches Einkommen;Nominal;Input;8;Right;F24;F24
W8_Q65;1722;Aktuelles Haushaltseinkommen;Nominal;Input;8;Right;F26;F26
W8_Q66A1;1723;Auszahlung Unterstuetzung: unbuerokratisch, rechtzeitig (Kurzarbeit,etc.);Nominal;Input;8;Right;F27;F27
W8_Q67A1;1724;Auszahlung Unterstuetzung: unbuerokratisch und schnell;Nominal;Input;8;Right;F27;F27
W8_Q67A2;1725;Auszahlung Unterstuetzung: Erhalt ohne Anspruch;Nominal;Input;8;Right;F27;F27
W8_Q68;1726;Finanzielles Auskommen: Februar 2020;Nominal;Input;8;Right;F29;F29
W8_Q69;1727;Finanzielles Auskommen: Aktuell;Nominal;Input;8;Right;F29;F29
W8_Q70A1;1728;Wahrscheinlichkeit: Wieder Arbeit zu finden;Nominal;Input;8;Right;F8;F8
W8_Q71A1;1729;Wahrscheinlichkeit: Job zu verlieren;Scale;Input;8;Right;F8;F8
W8_Q72A1;1730;Wahrscheinlichkeit: gewohnte Arbeit wieder aufnehmen;Scale;Input;8;Right;F8;F8
W8_Q73A1;1731;Guter/schlechter Zeitpunkt: Geld sparen;Nominal;Input;8;Right;F29;F29
W8_Q73A2;1732;Guter/schlechter Zeitpunkt: Geld investieren;Nominal;Input;8;Right;F29;F29
W8_Q73A3;1733;Guter/schlechter Zeitpunkt: Liegenschaft erwerben;Nominal;Input;8;Right;F29;F29
W8_Q73A4;1734;Guter/schlechter Zeitpunkt: Geld ausgeben;Nominal;Input;8;Right;F29;F29
W8_Q73A5;1735;Guter/schlechter Zeitpunkt: Kredit aufnehmen;Nominal;Input;8;Right;F29;F29
W8_Q74A1;1736;Haushaltsgegenstaende: Gute Zeit zu kaufen;Nominal;Input;8;Right;F29;F29
W8_Q74A2;1737;Haushaltsgegenstaende: in 3 Monaten;Nominal;Input;8;Right;F29;F29
W8_Q74A3;1738;Haushaltsgegenstaende: in 12 Monaten;Nominal;Input;8;Right;F29;F29
W8_Q75A1;1739;Konsum: Zeitungs- oder Zeitschriftenabonnement;Nominal;Input;8;Right;F29;F29
W8_Q75A2;1740;Konsum: Bekleidung und Schuhe;Nominal;Input;8;Right;F29;F29
W8_Q75A3;1741;Konsum: Heimtextilien, Geschirr und kleinere Haushaltsartikel;Nominal;Input;8;Right;F29;F29
W8_Q75A4;1742;Konsum: Spielwaren, Sportgeraete und Sportausruestung, Buecher;Nominal;Input;8;Right;F29;F29
W8_Q75A5;1743;Konsum: Unterhaltungselektronik;Nominal;Input;8;Right;F29;F29
W8_Q75A6;1744;Konsum: Schmuck und Uhren;Nominal;Input;8;Right;F29;F29
W8_Q75A7;1745;Konsum: Fahrzeuge;Nominal;Input;8;Right;F29;F29
W8_Q75A8;1746;Konsum: Gastronomiedienstleistungen (Restaurant, Café);Nominal;Input;8;Right;F29;F29
W8_Q75A9;1747;Konsum: Dienstleistungen zur Koerperpflege (z.B. Kosmetik, Friseur);Nominal;Input;8;Right;F29;F29
W8_Q76A1;1748;Mediennutzung: Kronen Zeitung oder www.krone.at;Nominal;Input;8;Right;F25;F25
W8_Q76A2;1749;Mediennutzung: Der Standard oder derstandard.at;Nominal;Input;8;Right;F25;F25
W8_Q76A3;1750;Mediennutzung: Die Presse oder diepresse.com;Nominal;Input;8;Right;F25;F25
W8_Q76A4;1751;Mediennutzung: Oesterreich oder oe24.at;Nominal;Input;8;Right;F25;F25
W8_Q76A5;1752;Mediennutzung: Kurier oder kurier.at;Nominal;Input;8;Right;F25;F25
W8_Q76A6;1753;Mediennutzung: Salzburger Nachrichten oder salzburg.at;Nominal;Input;8;Right;F25;F25
W8_Q76A7;1754;Mediennutzung: Sonstige oesterreichische Tageszeitungen;Nominal;Input;8;Right;F25;F25
W8_Q76A8;1755;Mediennutzung: orf.at;Nominal;Input;8;Right;F25;F25
W8_Q77A1;1756;Mediennutzung: ORF (Nachrichten);Nominal;Input;8;Right;F25;F25
W8_Q77A2;1757;Mediennutzung: Privatfernsehen (Nachrichten);Nominal;Input;8;Right;F25;F25
W8_Q78A1;1758;Soziale Medien: Facebook;Nominal;Input;8;Right;F25;F25
W8_Q78A2;1759;Soziale Medien: Twitter;Nominal;Input;8;Right;F25;F25
W8_Q78A3;1760;Soziale Medien: Instagram;Nominal;Input;8;Right;F25;F25
W8_Q78A4;1761;Soziale Medien: Youtube;Nominal;Input;8;Right;F25;F25
W8_Q78A5;1762;Soziale Medien: WhatsApp;Nominal;Input;8;Right;F25;F25
W8_Q79A1;1763;Soziale Medien Aktivitaet: Postings zu Corona anderer lesen;Nominal;Input;8;Right;F25;F25
W8_Q79A2;1764;Soziale Medien Aktivitaet: Postings liken, teilen oder retweeten;Nominal;Input;8;Right;F25;F25
W8_Q79A3;1765;Soziale Medien Aktivitaet: selber Postings zu Corona verfassen;Nominal;Input;8;Right;F25;F25
W8_Q80;1766;Soziale Kontakte: Haeufigkeit ausgetauscht/Kontakt gehalten;Nominal;Input;8;Right;F25;F25
W8_Q81;1767;Risikobereitschaft;Nominal;Input;8;Right;F20;F20
W8_Q82A1;1768;Psychologie: habe Leben selbst in der Hand;Nominal;Input;8;Right;F27;F27
W8_Q82A2;1769;Psychologie: Belohnung durch Anstrengung;Nominal;Input;8;Right;F27;F27
W8_Q82A3;1770;Psychologie: Fremdbestimmung;Nominal;Input;8;Right;F27;F27
W8_Q82A4;1771;Psychologie: Schicksal;Nominal;Input;8;Right;F27;F27
W8_Q83;1772;Andere Menschen: Ausnuetzung/Fair;Nominal;Input;8;Right;F40;F40
W8_Q84;1773;Andere Menschen: Vertrauen/Nicht vorsichtig genug;Nominal;Input;8;Right;F40;F40
W8_Q85A1;1774;Aussage: Ich halte es fuer sinnvoll, mich politisch zu engagieren.;Nominal;Input;8;Right;F20;F20
W8_Q85A2;1775;Aussage: Menschen in meiner Umgebung nehmen mich so wie ich bin.;Nominal;Input;8;Right;F20;F20
W8_Q85A3;1776;Aussage: Ich habe das Gefuehl, keinen Platz in der Gesellschaft zu finden.;Nominal;Input;8;Right;F20;F20
W8_Q91A1;1777;PTV: OEVP;Nominal;Input;8;Right;F26;F26
W8_Q91A2;1778;PTV: SPOE;Nominal;Input;8;Right;F26;F26
W8_Q91A3;1779;PTV: FPOE;Nominal;Input;8;Right;F26;F26
W8_Q91A4;1780;PTV: Gruene;Nominal;Input;8;Right;F26;F26
W8_Q91A5;1781;PTV: NEOS;Nominal;Input;8;Right;F26;F26
W8_Q92;1782;Lebenszufriedenheit;Nominal;Input;8;Right;F25;F25
W9_Q10A1;1783;Personen im Haushalt: Partner(in);Nominal;Input;8;Right;F13;F13
W9_Q10A2;1784;Personen im Haushalt: Kinder 0-14 Jahre;Nominal;Input;8;Right;F13;F13
W9_Q10A3;1785;Personen im Haushalt: Kinder aelter 14 Jahre;Nominal;Input;8;Right;F13;F13
W9_Q10A4;1786;Personen im Haushalt: keine der Genannten;Nominal;Input;8;Right;F13;F13
W9_Q11;1787;Erwerbstaetigkeit aktuell;Nominal;Input;8;Right;F40;F40
W9_Q12A1;1788;Gesundheitliche Gefahr: Fuer mich persoenlich;Nominal;Input;8;Right;F17;F17
W9_Q12A2;1789;Gesundheitliche Gefahr: Fuer die oesterreichische Bevoelkerung;Nominal;Input;8;Right;F17;F17
W9_Q13A1;1790;Wirtschaftliche Gefahr: Fuer mich persoenlich;Nominal;Input;8;Right;F17;F17
W9_Q13A2;1791;Wirtschaftliche Gefahr: Fuer die oesterreichische Bevoelkerung;Nominal;Input;8;Right;F17;F17
W9_Q14A1;1792;Anzahl der Infizierten (amtlich);Scale;Input;8;Right;F12;F12
W9_Q14A2;1793;Anzahl der Infizierten (eigene Einschaetzung);Scale;Input;8;Right;F12;F12
W9_Q15;1794;Massnahmen der Regierung: Angemessenheit;Nominal;Input;8;Right;F32;F32
W9_Q16;1795;Massnahmen der Regierung: Effektivitaet;Nominal;Input;8;Right;F29;F29
W9_Q17;1796;Geschaetzte Dauer der Krise;Nominal;Input;8;Right;F19;F19
W9_Q18;1797;Geschaetzte Dauer der Krise: Mehr als 6 Monate;Nominal;Input;8;Right;F19;F19
W9_Q19A1;1798;Massnahme: Einschraenkung von Kontakten ausserhalb des Haushalts;Nominal;Input;8;Right;F40;F40
W9_Q19A2;1799;Massnahme: Schliessung von Gaststaetten, Cafés, Bars und Restaurants;Nominal;Input;8;Right;F40;F40
W9_Q19A3;1800;Massnahme: Verbot von Veranstaltungen mit vielen Teilnehmer*innen;Nominal;Input;8;Right;F40;F40
W9_Q19A4;1801;Massnahme: Schliessung von Schwimmbaedern;Nominal;Input;8;Right;F40;F40
W9_Q19A5;1802;Massnahme: Schliessung von Spielplaetzen;Nominal;Input;8;Right;F40;F40
W9_Q19A6;1803;Massnahme: Schliessung von Volks- und hoeheren Schulen;Nominal;Input;8;Right;F40;F40
W9_Q19A7;1804;Massnahme: Schliessung von Kindergaerten und Kindertagesstaetten;Nominal;Input;8;Right;F40;F40
W9_Q19A8;1805;Massnahme: Besuchsverbot in Pflege- und Seniorenwohnheimen;Nominal;Input;8;Right;F40;F40
W9_Q19A9;1806;Massnahme: Schliessung aller Geschaefte abseits der Grundversorgung;Nominal;Input;8;Right;F40;F40
W9_Q19A10;1807;Massnahme: Einschraenkung der Reisefreiheit;Nominal;Input;8;Right;F40;F40
W9_Q19A11;1808;Massnahme: Weitgehendes Betretungsverbot des oeffentlichen Raums;Nominal;Input;8;Right;F40;F40
W9_Q19A12;1809;Massnahme: Maskenpflicht in Geschaeften und oeffentlichen Verkehrsmitteln;Nominal;Input;8;Right;F40;F40
W9_Q20A1;1810;Ansteckungsgefahr: Restaurants, Cafés und Bars;Nominal;Input;8;Right;F17;F17
W9_Q20A2;1811;Ansteckungsgefahr: Oeffentliche Verkehrsmittel;Nominal;Input;8;Right;F17;F17
W9_Q20A3;1812;Ansteckungsgefahr: Ihrer Arbeitsstaette [wenn: erwerbstaetig];Nominal;Input;8;Right;F17;F17
W9_Q20A4;1813;Ansteckungsgefahr: Schulen und Kindergaerten;Nominal;Input;8;Right;F17;F17
W9_Q20A5;1814;Ansteckungsgefahr: Oeffentliche Parks und Spielplaetze;Nominal;Input;8;Right;F17;F17
W9_Q20A6;1815;Ansteckungsgefahr: Arzt;Nominal;Input;8;Right;F17;F17
W9_Q21;1816;Gesundheitszustand;Nominal;Input;8;Right;F17;F17
W9_Q23;1817;Corona-Diagnose: Respondent;Nominal;Input;8;Right;F40;F40
W9_Q24;1818;Corona positiv: Wieder genesen?;Nominal;Input;8;Right;F12;F12
W9_Q25;1819;Corona: Versucht getestet zu werden?;Nominal;Input;8;Right;F40;F40
W9_Q26A1;1820;Corona bisher nicht positiv: Wahrscheinlichkeit an Corona zu erkranken;Scale;Input;8;Right;F8;F8
W9_Q27;1821;Corona-Diagnose: Direkter persoenlicher Kontakt;Nominal;Input;8;Right;F40;F40
W9_Q28A1;1822;Familie und Freunde: Wahrscheinlichkeit an Corona zu erkranken;Scale;Input;8;Right;F8;F8
W9_Q29A1;1823;Familie und Freunde: Wahrscheinlichkeit an Corona zu erkranken (weitere Person);Nominal;Input;8;Right;F8;F8
W9_Q30A1;1824;Impfen: ehestmoeglich;Nominal;Input;8;Right;F27;F27
W9_Q30A2;1825;Impfen: Impfpflicht fuer alle;Nominal;Input;8;Right;F27;F27
W9_Q30A3;1826;Impfen: gratis Impfstoff;Nominal;Input;8;Right;F27;F27
W9_Q31A1;1827;Auswirkungen: Vergesse Wochentag;Nominal;Input;8;Right;F27;F27
W9_Q31A2;1828;Auswirkungen: Fehlt Kontakt;Nominal;Input;8;Right;F27;F27
W9_Q31A3;1829;Auswirkungen: Dinge tun, fuer die sonst keine Zeit;Nominal;Input;8;Right;F27;F27
W9_Q31A4;1830;Auswirkungen: Konflikte in Beziehung/Familie;Nominal;Input;8;Right;F27;F27
W9_Q32A1;1831;Depressivitaet: ruhig und gelassen;Nominal;Input;8;Right;F18;F18
W9_Q32A2;1832;Depressivitaet: einsam;Nominal;Input;8;Right;F18;F18
W9_Q32A3;1833;Depressivitaet: aergerlich;Nominal;Input;8;Right;F18;F18
W9_Q32A4;1834;Depressivitaet: so niedergeschlagen;Nominal;Input;8;Right;F18;F18
W9_Q32A5;1835;Depressivitaet: gluecklich;Nominal;Input;8;Right;F18;F18
W9_Q32A6;1836;Depressivitaet: sehr nervoes;Nominal;Input;8;Right;F18;F18
W9_Q32A7;1837;Depressivitaet: aengstlich;Nominal;Input;8;Right;F18;F18
W9_Q32A8;1838;Depressivitaet: bedrueckt und traurig;Nominal;Input;8;Right;F18;F18
W9_Q32A9;1839;Depressivitaet: voller Energie;Nominal;Input;8;Right;F18;F18
W9_Q33A1;1840;Kognitive Stresssymptome: Konzentrationsprobleme?;Nominal;Input;8;Right;F18;F18
W9_Q33A2;1841;Kognitive Stresssymptome: Schwierigkeiten, Entscheidungen zu treffen?;Nominal;Input;8;Right;F18;F18
W9_Q33A3;1842;Kognitive Stresssymptome: Schwierigkeiten, sich zu erinnern?;Nominal;Input;8;Right;F18;F18
W9_Q33A4;1843;Kognitive Stresssymptome: Schwierigkeiten, klar zu denken?;Nominal;Input;8;Right;F18;F18
W9_Q34A1;1844;Aussage: Kinderbetreuung stellt Problem dar;Nominal;Input;8;Right;F27;F27
W9_Q35A1;1845;Zuhause verlassen: Arbeit;Nominal;Input;8;Right;F18;F18
W9_Q35A2;1846;Zuhause verlassen: Sport;Nominal;Input;8;Right;F18;F18
W9_Q35A3;1847;Zuhause verlassen: Freunde oder Verwandte treffen;Nominal;Input;8;Right;F18;F18
W9_Q35A4;1848;Zuhause verlassen: Medikamente, medizinische Versorgung, Pflege, Hilfe;Nominal;Input;8;Right;F18;F18
W9_Q35A5;1849;Zuhause verlassen: Essen einkaufen;Nominal;Input;8;Right;F18;F18
W9_Q35A6;1850;Zuhause verlassen: Haustier ausfuehren;Nominal;Input;8;Right;F18;F18
W9_Q35A7;1851;Zuhause verlassen: Langeweile im Haus/um Freiheit zu geniessen;Nominal;Input;8;Right;F18;F18
W9_Q35A8;1852;Zuhause verlassen: Sonstige Besorgungen;Nominal;Input;8;Right;F18;F18
W9_Q35A9;1853;Zuhause verlassen: Andere Gruende;Nominal;Input;8;Right;F18;F18
W9_Q36A1;1854;Fortbewegungsmittel: Auto;Nominal;Input;8;Right;F39;F39
W9_Q36A2;1855;Fortbewegungsmittel: Fahrrad;Nominal;Input;8;Right;F39;F39
W9_Q36A3;1856;Fortbewegungsmittel: Gehen;Nominal;Input;8;Right;F39;F39
W9_Q36A4;1857;Fortbewegungsmittel: Oeffentlicher Nah- und Regionalverkehr;Nominal;Input;8;Right;F39;F39
W9_Q36A5;1858;Fortbewegungsmittel: Fernzug oder Internationaler Zug;Nominal;Input;8;Right;F39;F39
W9_Q36A6;1859;Fortbewegungsmittel: Flugzeug;Nominal;Input;8;Right;F39;F39
W9_Q37A1;1860;Tagesablauf: Routinen;Nominal;Input;8;Right;F27;F27
W9_Q37A2;1861;Tagesablauf: flexibel;Nominal;Input;8;Right;F27;F27
W9_Q37A3;1862;Tagesablauf: Planen im Voraus;Nominal;Input;8;Right;F27;F27
W9_Q37A4;1863;Tagesablauf: klare Trennung Wochenende;Nominal;Input;8;Right;F27;F27
W9_Q37A5;1864;Tagesablauf: Anpassung an Freund/in, Partner/in, Kinder;Nominal;Input;8;Right;F27;F27
W9_Q37A6;1865;Tagesablauf: Sonnenlicht;Nominal;Input;8;Right;F27;F27
W9_Q37A7;1866;Tagesablauf: regelmaessige Pausen;Nominal;Input;8;Right;F27;F27
W9_Q37A8;1867;Tagesablauf: klare Trennung Arbeit/Freizeit;Nominal;Input;8;Right;F27;F27
W9_Q37A9;1868;Tagesablauf: Anpassung an Arbeitskolleg/in, Vorgesetzte, Kunden;Nominal;Input;8;Right;F27;F27
W9_Q37A10;1869;Tagesablauf: Plan fuer gesamte Familie;Nominal;Input;8;Right;F27;F27
W9_Q38A1;1870;Occupational Balance: Alltaegliche Aktivitaeten sind gut bewaeltigbar;Nominal;Input;8;Right;F27;F27
W9_Q38A2;1871;Occupational Balance: Zufrieden mit alltaeglichen Taetigkeiten;Nominal;Input;8;Right;F27;F27
W9_Q39A1;1872;Taetigkeiten: Freiwilligenarbeit;Nominal;Input;8;Right;F18;F18
W9_Q39A2;1873;Taetigkeiten: Nachbarschaftshilfe;Nominal;Input;8;Right;F18;F18
W9_Q39A3;1874;Taetigkeiten: Geld fuer Betroffene gespendet;Nominal;Input;8;Right;F18;F18
W9_Q40A1;1875;Chance: Zusammenhalt hat sich erhoeht;Nominal;Input;8;Right;F27;F27
W9_Q40A2;1876;Chance: Gut fuer Umwelt und Klima;Nominal;Input;8;Right;F27;F27
W9_Q40A3;1877;Chance: Umstellung auf Online-Kommunikation;Nominal;Input;8;Right;F27;F27
W9_Q41A1;1878;Gemeinschaftsgefuehl: Geben alle unser Bestes;Nominal;Input;8;Right;F27;F27
W9_Q41A2;1879;Gemeinschaftsgefuehl: Einig, dass Zusammenhalt wichtig;Nominal;Input;8;Right;F27;F27
W9_Q41A3;1880;Gemeinschaftsgefuehl: Ruecken zusammen, um Schwache zu schuetzen;Nominal;Input;8;Right;F27;F27
W9_Q42;1881;Politikinteresse;Nominal;Input;8;Right;F26;F26
W9_Q43A1;1882;Vertrauen: ORF;Nominal;Input;8;Right;F29;F29
W9_Q43A2;1883;Vertrauen: Polizei;Nominal;Input;8;Right;F29;F29
W9_Q43A3;1884;Vertrauen: Parlament;Nominal;Input;8;Right;F29;F29
W9_Q43A4;1885;Vertrauen: Gesundheitswesen;Nominal;Input;8;Right;F29;F29
W9_Q43A5;1886;Vertrauen: Bundesregierung;Nominal;Input;8;Right;F29;F29
W9_Q43A6;1887;Vertrauen: Bundesheer;Nominal;Input;8;Right;F29;F29
W9_Q43A7;1888;Vertrauen: AMS;Nominal;Input;8;Right;F29;F29
W9_Q43A8;1889;Vertrauen: EU;Nominal;Input;8;Right;F29;F29
W9_Q43A9;1890;Vertrauen: Landesregierung;Nominal;Input;8;Right;F29;F29
W9_Q44;1891;Demokratiezufriedenheit: Oesterreich;Nominal;Input;8;Right;F20;F20
W9_Q45A1;1892;Demokratieverstaendnis: Minderheitenrechte;Nominal;Input;8;Right;F27;F27
W9_Q45A2;1893;Demokratieverstaendnis: Pluralismus;Nominal;Input;8;Right;F27;F27
W9_Q45A3;1894;Demokratieverstaendnis: beste Regierungsform;Nominal;Input;8;Right;F27;F27
W9_Q45A4;1895;Demokratieverstaendnis: starke Fuehrungspersonen, damit wir sicher leben koennen;Nominal;Input;8;Right;F27;F27
W9_Q45A5;1896;Demokratieverstaendnis: starker Fuehrer;Nominal;Input;8;Right;F27;F27
W9_Q46A1;1897;Aussage: Akzeptabel hoehere Steuern zu zahlen;Nominal;Input;8;Right;F27;F27
W9_Q46A2;1898;Aussage: Lebensweise aendern;Nominal;Input;8;Right;F27;F27
W9_Q46A3;1899;Aussage: Wichtigeres als Corona im Leben;Nominal;Input;8;Right;F27;F27
W9_Q46A4;1900;Aussage: Behauptungen ueber Corona uebertrieben;Nominal;Input;8;Right;F27;F27
W9_Q46A5;1901;Aussage: Solange andere Verhalten nicht aendern keine Verhaltensaenderung;Nominal;Input;8;Right;F27;F27
W9_Q46A6;1902;Aussage: Massnahmen zur Eindaemmung des Coronavirus waren Fehler;Nominal;Input;8;Right;F27;F27
W9_Q46A7;1903;Aussage: Regierung uebertreibt hinsichtlich gesundheitlicher Gefahr;Nominal;Input;8;Right;F27;F27
W9_Q46A8;1904;Aussage: Das Coronavirus ist gefaehrlicher als eine normale Grippe;Nominal;Input;8;Right;F27;F27
W9_Q47;1905;Zufriedenheit Bundesregierung: Bilanz;Nominal;Input;8;Right;F20;F20
W9_Q48;1906;Klima: Besorgtheit;Nominal;Input;8;Right;F28;F28
W9_Q49A1;1907;Klima-Skepsis: Akzeptabel hoehere Steuern zu zahlen, um Klimawandel zu stoppen;Nominal;Input;8;Right;F27;F27
W9_Q49A2;1908;Klima-Skepsis: Um Klimawandel zu stoppen, nicht bereit Lebenswandel zu aendern;Nominal;Input;8;Right;F27;F27
W9_Q49A3;1909;Klima-Skepsis: Es gibt Wichtigeres im Leben als den Klimawandel;Nominal;Input;8;Right;F27;F27
W9_Q49A4;1910;Klima-Skepsis: Viele Behauptungen bezueglich Klimawandel sind uebertrieben;Nominal;Input;8;Right;F27;F27
W9_Q49A5;1911;Klima-Skepsis: Solange andere Verhalten nicht aendern, muss ich es nicht aendern;Nominal;Input;8;Right;F27;F27
W9_Q49A6;1912;Klima-Skepsis: Aenderung Lebensweise kann zur Verbesserung des Klimas beitragen;Nominal;Input;8;Right;F27;F27
W9_Q50A1;1913;Klimamassnahmen: Mehrwertsteuer auf Strom aus erneuerbaren Energien senken;Nominal;Input;8;Right;F16;F16
W9_Q50A2;1914;Klimamassnahmen: 1-2-3 Klimaticket fuer oeffentlichen Verkehr;Nominal;Input;8;Right;F16;F16
W9_Q50A3;1915;Klimamassnahmen: Flugverkehr zusaetzlich besteuern;Nominal;Input;8;Right;F16;F16
W9_Q50A4;1916;Klimamassnahmen: Einbaustopp fuer neue Oel- und Gasheizungen;Nominal;Input;8;Right;F16;F16
W9_Q50A5;1917;Klimamassnahmen: CO2-Steuer fuer Unternehmen;Nominal;Input;8;Right;F16;F16
W9_Q51;1918;Klimaschutz: Eigenverantwortung vs. Gesetze;Nominal;Input;8;Right;F40;F40
W9_Q52A1;1919;Aussage: Zuwanderung nach Oesterreich nur in Ausnahmefaellen;Nominal;Input;8;Right;F27;F27
W9_Q52A2;1920;Aussage: Zuwanderer bereichern die oesterreichische Kultur;Nominal;Input;8;Right;F27;F27
W9_Q52A3;1921;Aussage: Zuwanderer sind im Allgemeinen gut fuer die Wirtschaft;Nominal;Input;8;Right;F27;F27
W9_Q52A4;1922;Aussage: Oesterreich sollte Gefluechtete aus griechischen Lagern aufnehmen;Nominal;Input;8;Right;F27;F27
W9_Q52A5;1923;Aussage: Abschiebung von Gefluechteten bei negativem Bescheid;Nominal;Input;8;Right;F27;F27
W9_Q53;1924;Links-Rechts-Selbsteinstufung;Nominal;Input;8;Right;F12;F12
W9_Q54A1;1925;Staatliche Massnahmen: nur nachhaltige Unternehmen vs. alle gleichermassen;Nominal;Input;8;Right;F40;F40
W9_Q54A2;1926;Staatliche Massnahmen: nur Aermeren vs. fuer alle;Nominal;Input;8;Right;F31;F31
W9_Q55A1;1927;Staatliche Massnahmen: Geld ausbezahlen vs. Gutscheine/Praemien;Nominal;Input;8;Right;F40;F40
W9_Q55A2;1928;Staatliche Massnahmen: nachhaltige Produkte foerdern vs. alle gleichermassen;Nominal;Input;8;Right;F40;F40
W9_Q55A3;1929;Staatliche Massnahmen: Unternehmen ausbezahlen vs. direkt Buerger ausbezahlen;Nominal;Input;8;Right;F33;F33
W9_Q56A1;1930;Gerechtigkeitsprinzipien: gleichmaessige Verteilung von Einkommen und Vermoegen;Nominal;Input;8;Right;F19;F19
W9_Q56A2;1931;Gerechtigkeitsprinzipien: Belohnung nach Leistung;Nominal;Input;8;Right;F19;F19
W9_Q56A3;1932;Gerechtigkeitsprinzipien: Unterstuetzung fuer Beduerftige;Nominal;Input;8;Right;F19;F19
W9_Q56A4;1933;Gerechtigkeitsprinzipien: Privilegien durch Status;Nominal;Input;8;Right;F19;F19
W9_Q58A1;1934;Arbeitsstunden: Jetzt pro Woche;Scale;Input;8;Right;F8;F8
W9_Q62A1;1935;Aenderung berufliche Situation: Home-Office;Nominal;Input;8;Right;F13;F13
W9_Q62A2;1936;Aenderung berufliche Situation: Abbau Zeitausgleich/Urlaub;Nominal;Input;8;Right;F13;F13
W9_Q62A3;1937;Aenderung berufliche Situation: Kuendigung;Nominal;Input;8;Right;F13;F13
W9_Q62A4;1938;Aenderung berufliche Situation: Stundenaufstockung;Nominal;Input;8;Right;F13;F13
W9_Q62A5;1939;Aenderung berufliche Situation: Kurzarbeit;Nominal;Input;8;Right;F13;F13
W9_Q62A6;1940;Aenderung berufliche Situation: Arbeitslosenunterstuetzung;Nominal;Input;8;Right;F13;F13
W9_Q62A7;1941;Aenderung berufliche Situation: Geld aus Haertefonds;Nominal;Input;8;Right;F13;F13
W9_Q62A8;1942;Aenderung berufliche Situation: aws-Kredit;Nominal;Input;8;Right;F13;F13
W9_Q62A9;1943;Aenderung berufliche Situation: Sozialhilfe;Nominal;Input;8;Right;F13;F13
W9_Q62A10;1944;Aenderung berufliche Situation: keine Arbeit und keine staatliche Unterstuetzung;Nominal;Input;8;Right;F13;F13
W9_Q62A11;1945;Aenderung berufliche Situation: keine der genannten Aspekte;Nominal;Input;8;Right;F13;F13
W9_Q62A12;1946;Aenderung berufliche Situation: keine Angabe;Nominal;Input;8;Right;F13;F13
W9_Q64;1947;Aktuelles persoenliches Einkommen;Nominal;Input;8;Right;F24;F24
W9_Q68;1948;Aktuelles Haushaltseinkommen;Nominal;Input;8;Right;F26;F26
W9_Q69;1949;Finanzielles Auskommen: Februar 2020;Nominal;Input;8;Right;F29;F29
W9_Q70;1950;Finanzielles Auskommen: Aktuell;Nominal;Input;8;Right;F29;F29
W9_Q71A1;1951;Wahrscheinlichkeit: Wieder Arbeit zu finden;Nominal;Input;8;Right;F8;F8
W9_Q72A1;1952;Wahrscheinlichkeit: Job zu verlieren;Scale;Input;8;Right;F8;F8
W9_Q73A1;1953;Wahrscheinlichkeit: gewohnte Arbeit wieder aufnehmen;Scale;Input;8;Right;F8;F8
W9_Q74;1954;Haushaltsgegenstaende: Gute Zeit zu kaufen;Nominal;Input;8;Right;F29;F29
